product name,url,image url,brand
48-Front-Open Sherpa Jacket,https://www.myntra.com/jackets/glitchez/glitchez-v-neck-tie-up-detail-front-open-sherpa-jacket/33927734/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/SEPTEMBER/26/hsrslkvY_5d5878ae8fb14568b79b2e4bfd0880d9.jpg,Myntra
49-Women Crop Denim Jacket,https://www.myntra.com/jackets/montrez/montrez-women-maroon-crop-denim-jacket/18594046/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/18594046/2025/7/26/f412de4c-22f1-484d-93d5-ca75b5bb83731753536978149-MONTREZ-Women-Maroon-Crop-Denim-Jacket-8361753536977730-1.jpg,Myntra
50-Puffer Jacket,https://www.myntra.com/jackets/szn/szn-women-puffer-jacket/38062010/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/18/Mwrt5Art_a09b453bf8bc41b88fce1ab1c4a5bff4.jpg,Myntra
51-Fleece Lightweight Open Front Jacket,https://www.myntra.com/jackets/kasendra/kasendra-women-fleece-lightweight-open-front-jacket/37922736/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/12/QLZVC4H0_da512efd2ba041abad243054fbe6cad0.jpg,Myntra
52-Women Solid Bomber Jacket,https://www.myntra.com/jackets/kasendra/kasendra-women-hooded-solid-bomber-jacket/37215745/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/SEPTEMBER/26/HFxmqIMq_3083bf7d2cb44a99906fe66d33661b51.jpg,Myntra
53-Relaxed Nylon Puffer Jacket,https://www.myntra.com/jackets/glitchez/glitchez-relaxed-nylon-puffer-jacket-with-tie-up-details/33646351/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/SEPTEMBER/23/ydVPDQmq_b03ce2281a7543a395b4658b677a79f8.jpg,Myntra
54-Fleece Lightweight Open Front Jacket,https://www.myntra.com/jackets/szn/szn-women-fleece-lightweight-open-front-jacket/37455818/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/OCTOBER/12/FAa70mRd_4a3129f57cd94497bc865489f387ce90.jpg,Myntra
55-Women Solid Hooded Fur Jacket,https://www.myntra.com/jackets/stylecast+x+slyck/stylecast-x-slyck-women-solid-zip-up-hooded-fur-jacket/37982799/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/15/1lJuIWE7_b88b090c89c54d0ca3862ab109f0406f.jpg,Myntra
56-Oversized Sherpa Jacket,https://www.myntra.com/jackets/glitchez/glitchez-mock-collar-oversized-sherpa-jacket/33927722/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/18/VVttSeGN_2fb2cda9c70d4bd0ab137c190bfdecba.jpg,Myntra
57-Patch Pockets Denim Jacket,https://www.myntra.com/jackets/glitchez/glitchez-relaxed-fit-drop-shoulder-denim-jacket-with-patch-pockets/35781426/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/NOVEMBER/21/hS0LRM42_226244cb850941a5a4835e6323cd78d5.jpg,Myntra
58-Women Plus Size Bomber Jacket,https://www.myntra.com/jackets/rigo/rigo-plus-size-fleece-lightweight-open-front-jacket/32418583/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/32418583/2025/1/29/29700fa5-1aab-4691-bd23-46633e83630a1738131767912-Rigo-Women-Plus-Size-Stand-Collar-Solid-Fleece-Casual-Lightw-1.jpg,Myntra
59-Hooded Relaxed Fit Crop Gilet,https://www.myntra.com/jackets/glitchez/glitchez-hooded-relaxed-fit-crop-gilet-jacket/33617918/buy,https://assets.myntassets.com/dpr_2q_60w_210c_limitfl_progressive/assets/images/2025/DECEMBER/8/F0MsX896_5c036e42a9c046d0a9194131bfc9d0ca.jpg,Myntra
